from,to,cost
6200,21000,5226.998708786728
6200,21100,12152.045808215807
6200,21200,15631.749124445323
6200,21300,15519.11622654558
6200,21400,3978.62620955339
6200,21500,4384.205242629472
6200,21800,1143.8447789565837
6200,21900,3090.8805798367393
6200,22000,14473.609641531599
6200,22200,13451.265851737537
6200,22300,13710.554296522474
6200,22500,2266.6815751397007
6200,22600,1566.2490023957523
6200,22700,4317.407368083799
6200,22800,14673.337167745449
6200,22900,13281.141484084173
6200,23000,4893.158897606232
6200,23100,14055.671887704402
6200,23200,14920.60976278503
6200,23300,5839.478794085968
6200,23400,5624.643649804815
6200,23500,4812.158023063498
6200,23600,10156.144415335257
6200,24000,13249.37209190266
6200,24100,13105.881140884794
6200,24200,9760.301073001277
6200,24300,10306.25671326319
6200,24400,13057.233627695497
6200,24500,13387.143939114407
6200,24600,18032.572304265424
6200,24700,14916.564005090559
6200,24800,10184.909441419028
6200,24900,10863.297080470331
6200,25000,15100.395935818367
6200,25100,5209.467931866825
6200,25200,14495.23906519596
6200,25300,13767.116697050205
6200,25400,12592.026519560024
6200,25500,13213.76962192862
6200,25600,17991.887650906032
6200,25700,18726.757674080225
6200,25800,10154.951017158919
6200,25900,10725.614302411066
6200,26000,15553.488144184239
6200,26100,15267.155530411452
6200,26200,15552.110690911557
6200,26300,14935.77676546818
6200,26400,8828.852062128595
6200,26500,8945.703025527557
6200,26600,9167.460581926243
6200,26700,8222.381063230587
6200,26800,8471.99023399839
6200,26900,12986.214534594827
6200,27000,8191.812799247812
6200,27100,9930.290049294874
6200,27200,6787.782915089389
6200,27300,9997.036695388
6200,27400,9205.796364618438
6200,27500,8038.357551971146
6200,27600,16096.766084387904
6200,27700,5722.907711066809
6200,27800,14605.247058149158
6200,27900,10602.981110472514
6200,28000,14388.40735851576
6200,28100,14085.383856266193
6200,28200,8499.691153686039
6200,28300,7405.477197039661
6200,28800,14440.593952793735
6200,28900,15039.02230699902
6200,29000,17328.279564135
6200,29100,9662.526555483691
6200,29200,13447.879438386812
6200,29300,15689.470410451464
6200,29400,8209.70701264516
6200,29500,7683.967533141873
6200,29600,9876.946366933133
6200,29700,9263.443139046092
6200,29800,16260.819616960798
6200,29900,16714.01031114869
6200,30000,11979.701790016254
6200,30100,10918.354838768199
6200,30400,12502.641466191748
6200,30500,14314.377039939705
6200,30600,9956.332404252793
6200,30700,8825.85420546894
6200,30800,5745.295462403829
6200,30900,2831.721501681485
6200,31000,15169.0700451462
6200,31100,3026.7647518839926
6200,31200,7157.527280941151
6200,31300,6366.746119971886
6200,31400,5098.656502258705
6200,31500,4524.093423297619
6200,31600,752.8859294046591
6200,31700,932.4836838491133
6200,31800,16180.813849830993
6200,31900,15628.856803173489
6200,32000,10368.975016738254
6200,32100,886.9199161622323
6200,32200,6409.381692837817
6200,32300,11036.24737700954
6200,32600,13599.161096592426
6200,32700,12738.65582739274
6200,32800,15181.3604517316
6200,32900,6846.376032155562
6200,33000,14035.59797456619
6200,33100,14437.627488320753
6200,33200,12474.17747063674
6200,33300,15052.40856638987
6200,33400,9300.400051458057
6200,33500,8100.470408770749
6200,33600,16285.021987182432
6200,33700,16525.81030433133
6200,34000,4980.968475432149
6200,34100,11361.741538590024
6200,34200,7619.08447428729
6200,34300,7224.981744593139
6200,34400,14844.781804010663
6200,34500,13522.211991772147
6200,34600,14708.027137100957
6200,34700,11999.9412718244
6200,34800,4778.462570187547
6200,34900,13711.20180453004
6200,35000,15065.25080385677
6200,35100,14552.206155483347
6200,35200,2867.026661153468
6200,35300,4893.485179682607
6200,35400,17825.217843966257
6200,35500,15329.184685018203
6200,35800,8435.893471525047
6200,35900,8221.352595129332
6200,36000,15255.121277741173
6200,36100,15850.371219598246
6200,36200,15126.64544701944
6200,36300,14285.835260478148
6200,36600,9537.251676170468
6200,36700,11421.056501782346
6200,36800,8491.588900459134
6200,36900,3349.034482936914
6200,37000,17079.70689927487
6200,37100,11152.536725424296
6200,37200,13018.126604422438
6200,37300,14015.91971166215
6300,7000,5758.864972861042
6300,7100,6340.093076644222
6300,7800,11310.964675680609
6300,7900,7267.077142329198
6300,10600,11592.100242936422
6300,10700,9396.365537665404
6300,13700,13970.548127420105
6300,15400,2641.2207178973113
6300,20000,10256.126479863853
6300,20100,2294.5732755334166
6300,22200,19169.796954641006
6300,22300,9889.577044467287
6300,25400,10696.175951050605
6300,25500,3460.5376943440165
6300,27600,7681.109226879791
6300,27700,8261.943056513104
6300,30000,12377.74811376265
6300,30100,9877.592093143428
6300,30500,3171.0258206061662
6300,30600,7300.482910170793
6300,30700,8532.477037476307
6300,100,13561.934801341118
6300,200,13063.870206038398
6300,300,12103.319739371014
6300,400,12527.086507883112
6300,500,10045.234590876018
6300,600,3414.9174535241104
6300,700,4881.906326920048
6300,800,6196.752042176921
6300,900,11797.626462779608
6300,1000,12968.73472616478
6300,1100,11057.304250898353
6300,1200,9800.393168711269
6300,1500,13423.61007940456
6300,1600,11990.207367914461
6300,1900,9051.738560805665
6300,2000,9202.420470343179
6300,2200,8272.944080884477
6300,2300,8087.322695732742
6300,2700,2522.9554245383465
6300,2800,2705.916577237471
6300,3100,16236.121454278955
6300,3200,15442.680391337088
6300,3300,8071.117016020505
6300,3400,9109.939546475676
6300,4000,14847.836651260193
6300,4100,15998.606928985291
6300,4200,14561.997120856351
6300,4300,6783.627734734202
6300,4800,2109.5101395574115
6300,4900,8425.810956980316
6300,5200,17265.078485611382
6300,5300,14150.92293558602
6300,6000,11646.013255938362
6300,6100,11300.340111207242
6300,6200,9027.827359218665
6300,6300,6424.203512228823
6300,6400,9356.3391750363
6300,6500,8357.080613069133
6300,6600,11102.686749164654
6300,6700,12193.441653337082
6300,6800,13084.507145965827
6300,6900,13304.200018635252
6300,7000,6750.2721790491105
6300,7100,6963.645766372159
6300,7200,13036.516223442253
6300,7300,17412.211519025328
6300,7400,10072.694049625828
6300,7500,11179.888410225474
6300,7600,14701.964513628454
6300,7700,15617.635787035651
6300,8000,17642.18495585246
6300,8100,17793.184686170323
6300,8200,12731.302076169817
6300,8300,10524.176391848472
6300,8400,17309.66309415781
6300,8500,15999.104034634427
6300,8600,11258.441316039525
6300,8700,12349.001941179173
6300,9000,6876.407382027339
6300,9100,6796.641518154413
6300,9400,12312.014499211711
6300,9500,8368.984219911299
6300,10000,18170.839382151204
6300,10100,17117.556959110443
6300,10200,3709.0327487798054
6300,10300,6945.080860421878
6300,10600,14900.388585458726
6300,10700,13972.910688737462
6300,10800,15996.668326450867
6300,10900,9392.044847494328
6300,11000,15325.775225367712
6300,11100,14056.134934946285
6300,11400,12759.718512745694
6300,11500,10778.370045724365
6300,11800,4015.0020167047514
6300,11900,3758.798075679177
6300,12000,10308.057227438145
6300,12100,12866.62775471994
6300,12400,13336.6907156126
6300,12500,9087.592541093856
6300,12600,12147.568187935129
6300,12700,14505.830204436681
6300,12800,6630.13492914154
6300,12900,13453.99415209318
6300,13200,5792.309762926085
6300,13300,9689.784586889014
6300,13400,7048.311760119895
6300,13500,7913.441759034306
6300,13600,6391.080897654894
6300,13700,12299.710536957218
6300,13800,7341.127762939725
6300,13900,648.260968433967
6300,14000,14064.720581417596
6300,14100,15144.305471775802
6300,14200,16898.673438697824
6300,14300,10666.311140731928
6300,14400,14698.517525120798
6300,14500,10966.8913764081
6300,15000,8822.663476269274
6300,15100,8438.36949411543
6300,15400,9280.971879458308
6300,15500,5978.696001472192
6300,15600,10893.058227771846
6300,15700,10280.427728322124
6300,16000,12262.923836520456
6300,16100,14824.525644415582
6300,16200,16615.81961703161
6300,16300,14775.89269112518
6300,16600,6336.746113818588
6300,16700,14172.414023407766
6300,17000,12589.150445185443
6300,17100,13834.408747215455
6300,17200,6822.961559195336
6300,17300,7704.295128586319
6300,18200,6784.986527210169
6300,18300,18215.922423389686
6300,18400,3953.405052519818
6300,18500,15832.709454290434
6300,18600,12024.870677570121
6300,18700,6128.270036390747
6300,18800,10078.820896040434
6300,18900,9628.809596640294
6300,19000,10686.597248397766
6300,19100,14652.28356698837
6300,19200,12007.055563426371
6300,19300,12125.165671643927
6300,19400,13209.5284305268
6300,19500,11077.833765272673
6300,19800,9177.153260719997
6300,19900,7944.076705298695
6300,20200,14205.95464101462
6300,20300,15637.019603033248
6300,20400,9465.623611149329
6300,20500,12347.35037099242
6300,20600,9527.928494261809
6300,20700,8484.744713194703
6300,20800,6981.874321336268
6300,20900,12890.470567953398
6300,21000,5941.642616764196
6300,21100,13371.888112969104
6300,21200,14598.097729779554
6300,21300,14394.706085920985
6300,21400,5253.939470060259
6300,21500,5676.154386136665
6300,21800,1704.1670034956858
6300,21900,4058.8452205454005
6300,22000,13514.083918465654
6300,22200,14357.588149443132
6300,22300,14357.745826228476
6300,22500,977.4840724916335
6300,22600,728.9670472943637
6300,22700,5487.044913946267
6300,22800,13569.251688526927
6300,22900,14569.68819054017
6300,23000,6013.2376056601215
6300,23100,12887.499139194055
6300,23200,13670.407237031153
6300,23300,6958.024701231483
6300,23400,6794.598507257232
6300,23500,6090.172643490177
6300,23600,11164.6533256274
6300,24000,12151.913634438579
6300,24100,12082.784140435007
6300,24200,9661.831885592057
6300,24300,10431.029354708735
6300,24400,11796.367754129713
6300,24500,12151.93830210405
6300,24600,19083.3362250383
6300,24700,13812.007337483596
6300,24800,9710.241843846185
6300,24900,10178.39339160514
6300,25000,15404.617224020087
6300,25100,6147.523917662767
6300,25200,13227.94993085362
6300,25300,12517.136888961808
6300,25400,11512.862913937939
6300,25500,12131.63357380531
6300,25600,17780.410137547933
6300,25700,17935.46198033463
6300,25800,11270.081341543955
6300,25900,11691.246296137177
6300,26000,16065.361134403738
6300,26100,15400.878759180296
6300,26200,15463.141667266162
6300,26300,14003.586797553493
6300,26400,8064.944545044106
6300,26500,8389.04771555997
6300,26600,10072.618184846175
6300,26700,9248.955427620873
6300,26800,8431.791231479001
6300,26900,14162.259686043444
6300,27000,6911.612392371495
6300,27100,8640.844811956802
6300,27200,8035.8523608605865
6300,27300,8879.236676580238
6300,27400,10468.347392601625
6300,27500,9303.205446623566
6300,27600,14906.608910832229
6300,27700,6961.258368904837
6300,27800,13390.597378835486
6300,27900,9906.483748187322
6300,28000,13177.133404615382
6300,28100,12845.76694246767
6300,28200,8751.693104998943
6300,28300,7638.29578549456
6300,28800,15046.89232037698
6300,28900,15900.977582164525
6300,29000,17524.38418023114
6300,29100,9387.575010420667
6300,29200,12150.832782363614
6300,29300,16051.849150733588
6300,29400,8824.39540922041
6300,29500,8161.750441355464
6300,29600,8716.207854928403
6300,29700,8233.854838248477
6300,29800,15018.708689564306
6300,29900,15641.497717010452
6300,30000,12470.211986346962
6300,30100,11300.529440900258
6300,30400,11657.911346461224
6300,30500,13082.71863951523
6300,30600,11068.158892208687
6300,30700,10007.35363621124
6300,30800,6919.992409681784
6300,30900,2805.638311190012
6300,31000,15903.331757768028
6300,31100,3775.511643244473
6300,31200,7865.875714846576
6300,31300,7110.071781696965
6300,31400,6315.738671230319
6300,31500,5772.896217862154
6300,31600,637.9151254236112
6300,31700,1196.1401970777629
6300,31800,15153.211549750617
6300,31900,15904.7823034624
6300,32000,10236.919388198166
6300,32100,614.3524817736813
6300,32200,7229.061571953353
6300,32300,11750.650879139872
6300,32600,12331.602284405813
6300,32700,11483.954938713594
6300,32800,15094.221812378819
6300,32900,7205.875001861167
6300,33000,12964.79310034781
6300,33100,13222.702050217536
6300,33200,13011.412337682505
6300,33300,13756.594587485382
6300,33400,8044.592329415366
6300,33500,6821.7772497513615
6300,33600,15505.215298514815
6300,33700,15559.901404405899
6300,34000,6233.9512721874535
6300,34100,11803.072897466858
6300,34200,8245.66017510051
6300,34300,7692.1247759055
6300,34400,15812.238028294616
6300,34500,14541.740470937972
6300,34600,15997.15723754177
6300,34700,12988.204027762866
6300,34800,6029.143826679039
6300,34900,14144.901501248893
6300,35000,16173.874581197297
6300,35100,13682.88572925279
6300,35200,4036.4041864786223
6300,35300,5875.530527578516
6300,35400,16624.538763391854
6300,35500,14182.687347104653
6300,35800,9074.506061716806
6300,35900,9231.938874099189
6300,36000,14113.457765611998
6300,36100,14718.586799104749
6300,36200,14626.605316187566
6300,36300,13838.213384817946
6300,36600,9955.212803906663
6300,36700,11808.327933704111
6300,36800,9669.008399107835
6300,36900,3303.271960624282
6300,37000,15932.169719341038
6300,37100,10714.019777188994
6300,37200,13496.555634926384
6300,37300,14261.802083660858
7000,7100,6183.982096259615
7000,7800,13025.16202336989
7000,7900,12846.411979083701
7000,10600,12744.792881692456
7000,10700,12040.397434109766
7000,13700,10662.15549612926
7000,15400,7790.703135306044
7000,20000,8952.117177421187
7000,20100,3569.6943670710634
7000,22200,14324.12560306562
7000,22300,9735.406470648079
7000,25400,11237.26827547363
7000,25500,2371.67742036937
7000,27600,8539.373226130963
7000,27700,8986.967967187604
7000,30000,14529.582847561034
7000,30100,9358.372472625879
7000,30500,8026.693520893691
7000,30600,7763.438893157453
7000,30700,8367.811624022854
7000,100,9957.67770356699
7000,200,10203.634505022372
7000,300,16018.809515875057
7000,400,15256.138761031858
7000,500,11982.656855712086
7000,600,2630.4827124540734
7000,700,10639.977245571888
7000,800,11947.674658148233
7000,900,6436.052431576736
7000,1000,7383.925980715207
7000,1100,10478.624317531989
7000,1200,9618.604410371543
7000,1500,13108.878250605605
7000,1600,11545.063857491423
7000,1900,12856.460338793595
7000,2000,13756.484730655635
7000,2200,4143.0017991250525
7000,2300,3118.298778087335
7000,2700,8262.455054236394
7000,2800,8311.410154569827
7000,3100,18028.4931880566
7000,3200,18163.285047912217
7000,3300,8100.476781378428
7000,3400,9254.635740194097
7000,4000,9214.11609507188
7000,4100,10254.838995529122
7000,4200,13916.400211563274
7000,4300,12501.320100422887
7000,4800,3955.437959976632
7000,4900,4066.7935142378396
7000,5200,11736.263079044998
7000,5300,11781.958740070464
7000,6000,11730.604040211614
7000,6100,11756.18838819048
7000,6200,7010.679802534914
7000,6300,7176.9601348425285
7000,6400,11452.507096068462
7000,6500,10323.745974738225
7000,6600,10569.591975231886
7000,6700,11787.43055728924
7000,6800,13603.571477611866
7000,6900,12828.916207500855
7000,7000,7151.316223476872
7000,7100,9993.335383294572
7000,7200,8497.645055191055
7000,7300,12544.768605802976
7000,7400,7282.925542882131
7000,7500,8350.285145812655
7000,7600,12266.775641749917
7000,7700,13761.955215160438
7000,8000,11915.84528933795
7000,8100,15950.51078937961
7000,8200,14925.777789818447
7000,8300,12772.07991932911
7000,8400,15069.423105134378
7000,8500,14784.335518971011
7000,8600,7044.619408834728
7000,8700,8250.903871486518
7000,9000,2017.9415374627888
7000,9100,6869.958677981967
7000,9400,16044.173198395885
7000,9500,12982.810768442838
7000,10000,13088.465440465445
7000,10100,12302.971520075778
7000,10200,2534.6032116905635
7000,10300,5964.954402710788
7000,10600,10552.17006417414
7000,10700,9276.975532164928
7000,10800,17489.066378667794
7000,10900,15117.23994408181
7000,11000,15619.959368410362
7000,11100,14905.408528584403
7000,11400,15653.667271713633
7000,11500,5019.670834225148
7000,11800,6219.164922236877
7000,11900,9330.57537418313
7000,12000,6843.175859060227
7000,12100,7882.28258865858
7000,12400,9749.781499510465
7000,12500,12867.136991659747
7000,12600,6397.158821820485
7000,12700,12176.449738369354
7000,12800,11812.514336358194
7000,12900,10046.172833180457
7000,13200,11533.330569195341
7000,13300,8375.820520713722
7000,13400,6772.0510258869845
7000,13500,6368.2029005629865
7000,13600,10205.747265003332
7000,13700,12878.732187553018
7000,13800,12990.569973196803
7000,13900,5735.825391537179
7000,14000,13265.932129055665
7000,14100,12155.918574842348
7000,14200,14049.663826438906
7000,14300,11422.941320042211
7000,14400,14031.116317763988
7000,14500,12014.62444945407
7000,15000,11897.899348217039
7000,15100,10033.259356569099
7000,15400,10673.792925193893
7000,15500,3446.556318079353
7000,15600,5319.260213744979
7000,15700,5153.998828342058
7000,16000,13386.555556507195
7000,16100,12679.059284078869
7000,16200,12700.258446637929
7000,16300,19152.360598042127
7000,16600,6498.716952814825
7000,16700,18216.495170158352
7000,17000,15858.523644553497
7000,17100,15116.942131550586
7000,17200,7281.525050916294
7000,17300,12908.389248689682
7000,18200,5380.137884045198
7000,18300,15799.921636876858
7000,18400,9564.123691360614
7000,18500,15677.051539659737
7000,18600,12431.337385857381
7000,18700,5934.157962959699
7000,18800,8307.087012687702
7000,18900,7618.06574081799
7000,19000,9836.977497747499
7000,19100,16543.35528248173
7000,19200,17737.099663620076
7000,19300,17721.602876583638
7000,19400,13102.80044718281
7000,19500,16703.277941231987
7000,19800,10676.003581894001
7000,19900,9606.25788798041
7000,20200,11089.314325523683
7000,20300,11542.570929769816
7000,20400,5777.170559278616
7000,20500,8162.590136150828
7000,20600,7313.18065064823
7000,20700,6976.423354191532
7000,20800,4229.907110300173
7000,20900,13037.133426213844
7000,21000,3810.912992108814
7000,21100,10895.718577935611
7000,21200,14784.61201393211
7000,21300,14197.111397210656
7000,21400,8301.91799848076
7000,21500,7568.737483631711
7000,21800,7100.544428351214
7000,21900,4799.775762929653
7000,22000,14882.641341835635
7000,22200,9863.263148734532
7000,22300,9206.093216149191
7000,22500,5548.222653253712
7000,22600,6468.879191608294
7000,22700,6084.412257476256
7000,22800,14043.905760057643
7000,22900,13664.425170352697
7000,23000,5919.114143336291
7000,23100,13276.092853549302
7000,23200,12839.611728053538
7000,23300,6282.446345693306
7000,23400,6600.595109815349
7000,23500,8803.238280821126
7000,23600,7982.983609199699
7000,24000,13454.206036963144
7000,24100,13902.990903118167
7000,24200,15301.503648017795
7000,24300,16188.551931111699
7000,24400,11701.543237299882
7000,24500,12246.598602867803
7000,24600,13534.564596557322
7000,24700,14131.40306458163
7000,24800,14661.990715166294
7000,24900,14371.197548136122
7000,25000,9736.801974259355
7000,25100,10763.707215386223
7000,25200,10583.306036852691
7000,25300,9869.086326471173
7000,25400,13244.204717848532
7000,25500,13549.372304402215
7000,25600,16020.734240448654
7000,25700,15072.24002431592
7000,25800,14018.981382191474
7000,25900,15251.761987380496
7000,26000,10522.462233636787
7000,26100,9657.686109855162
7000,26200,9714.709318967924
7000,26300,15172.729850766813
7000,26400,12493.43405743031
7000,26500,13348.972870503425
7000,26600,6724.969604530117
7000,26700,6860.321997453017
7000,26800,14151.611991198635
7000,26900,11011.069586759713
7000,27000,6822.413272742158
7000,27100,8073.716962475065
7000,27200,8025.953294324376
7000,27300,6106.903283388826
7000,27400,9671.943768884115
7000,27500,9010.067202089376
7000,27600,11114.697999481876
7000,27700,7334.95319541741
7000,27800,13094.924266954384
7000,27900,14131.130548762669
7000,28000,13027.787872103552
7000,28100,12559.727360824176
7000,28200,3517.033724890766
7000,28300,2604.1636125526456
7000,28800,18422.14414083931
7000,28900,17188.007165093393
7000,29000,16671.924847515587
7000,29100,3672.451909791707
7000,29200,10896.196985310722
7000,29300,10389.669721587457
7000,29400,4679.163583348841
7000,29500,3749.1702070535084
7000,29600,6339.18371299305
7000,29700,5075.211482851258
7000,29800,11542.657303433343
7000,29900,11199.657968618572
7000,30000,7252.515941373569
7000,30100,6006.159345617424
7000,30400,14641.392641069115
7000,30500,12770.631462532214
7000,30600,13905.488842227373
7000,30700,12613.6954460651
7000,30800,6696.660645137531
7000,30900,8555.617208413401
7000,31000,10679.073043892507
7000,31100,8974.726147376177
7000,31200,4484.224855416575
7000,31300,4286.526840581726
7000,31400,6803.74718020605
7000,31500,6896.257658853686
7000,31600,5596.701312874883
7000,31700,6707.378642740323
7000,31800,10647.61806886415
7000,31900,18363.405624887895
7000,32000,4478.061141558568
7000,32100,6191.117727222336
7000,32200,4694.198945127082
7000,32300,16440.77603277514
7000,32600,9976.42030069712
7000,32700,9208.950177202105
7000,32800,18448.669608060834
7000,32900,12841.555383049521
7000,33000,14015.87919639423
7000,33100,13013.527743236227
7000,33200,18089.543049678097
7000,33300,11962.530420691812
7000,33400,9536.174869819899
7000,33500,8408.984211026247
7000,33600,15969.730634115975
7000,33700,15230.061707967388
7000,34000,7157.380905551684
7000,34100,6566.37497235147
7000,34200,4357.465504003346
7000,34300,3423.1087904216215
7000,34400,11146.028988121649
7000,34500,10414.515396271485
7000,34600,13276.259479084014
7000,34700,15937.027470899615
7000,34800,9110.167903698972
7000,34900,8675.921682675096
7000,35000,11899.497303987868
7000,35100,8890.499785574266
7000,35200,5716.436592310078
7000,35300,5065.306904827745
7000,35400,14223.675391854782
7000,35500,13978.148933747847
7000,35800,4937.0812820018045
7000,35900,6755.033114598372
7000,36000,13987.731196455245
7000,36100,14245.167361124852
7000,36200,17120.520003449215
7000,36300,17281.09077822008
7000,36600,4919.084673219902
7000,36700,6471.567437861414
7000,36800,12407.724975825467
7000,36900,9060.496266549031
7000,37000,14410.631472441768
7000,37100,15570.027862930528
7000,37200,8148.965181306805
7000,37300,8601.115052495737
7100,7800,6938.935475062783
7100,7900,11394.591562225893
7100,10600,17932.183453843154
7100,10700,15649.046496035504
7100,13700,7639.517657997022
7100,15400,5600.3901317101445
7100,20000,3971.8055429959645
7100,20100,6375.97483405183
7100,22200,12920.700239169379
7100,22300,15553.512602312087
7100,25400,16825.484009184784
7100,25500,6246.247380101854
7100,27600,2358.0891097770877
7100,27700,2843.7015948184558
7100,30000,18016.29211414461
7100,30100,15294.009361552786
7100,30500,9370.86227190671
7100,30600,13007.706182572732
7100,30700,14037.274870279005
7100,100,15328.748181018755
7100,200,15991.202668660839
7100,300,9847.349887947923
7100,400,9128.31912957454
7100,500,16377.24988375644
7100,600,6717.1964244071505
7100,700,8858.576703198181
7100,800,9830.387570077359
7100,900,7497.131364665227
7100,1000,8777.688630302055
7100,1100,5096.18654261664
7100,1200,3900.6845340006903
7100,1500,19285.393060704908
7100,1600,17662.428722010005
7100,1900,6953.1625970614405
7100,2000,8130.447650815969
7100,2200,10273.610197774844
7100,2300,9070.836736525813
7100,2700,7151.169715411681
7100,2800,8303.9437854767
7100,3100,14080.76390915308
7100,3200,12866.873272567484
7100,3300,2096.695880178775
7100,3400,3329.4952083349585
7100,4000,10159.270288822552
7100,4100,11438.15017350639
7100,4200,19073.512934398314
7100,4300,9351.97933633985
7100,4800,6783.670385066926
7100,4900,10145.17769975203
7100,5200,13594.131429599875
7100,5300,17310.03344374071
7100,6000,17655.391376434894
7100,6100,17458.972485412032
7100,6200,2789.16648881131
7100,6300,1088.4933319964962
7100,6400,5269.293406880775
7100,6500,4160.1749067030005
7100,6600,16625.916695744887
7100,6700,17915.443398553238
7100,6800,19421.723265919114
7100,6900,19004.338096266358
7100,7000,969.6395978635727
7100,7100,4253.530755905367
7100,7200,13547.705176792417
7100,7300,14847.845795433896
7100,7400,13450.442766586038
7100,7500,14447.248908352387
7100,7600,17439.042580871966
7100,7700,17867.855607716476
7100,8000,12289.34097291168
7100,8100,12926.580945147007
7100,8200,8886.513005654746
7100,8300,6595.500898052024
7100,8400,11709.79213719747
7100,8500,10519.345617912846
7100,8600,12743.95250559525
7100,8700,13758.323852840927
7100,9000,4923.046658746694
7100,9100,701.3313566574612
7100,9400,9861.064836522894
7100,9500,13665.559315287595
7100,10000,14592.239548696356
7100,10100,14890.355163331858
7100,10200,4562.150037899945
7100,10300,827.517262177891
7100,10600,8737.98937625513
7100,10700,8164.295610694888
7100,10800,12671.69104264734
7100,10900,12020.689042212502
7100,11000,10605.070199072892
7100,11100,9387.646921186997
7100,11400,17328.171929751014
